2025-05-05T14:33:48.348260, 29.73
2025-05-05T14:33:58.361522, 21.26
2025-05-05T14:34:08.363366, 26.86
2025-05-05T14:34:18.373976, 21.4
2025-05-05T14:34:28.379389, 26.46
2025-05-05T14:34:38.382294, 21.6
2025-05-05T14:34:48.384440, 25.12
2025-05-05T14:34:58.386270, 20.65
2025-05-05T14:35:08.388544, 20.28
2025-05-05T14:35:18.390119, 25.93
2025-05-05T14:35:28.392602, 23.58
2025-05-05T14:35:38.394232, 25.56
2025-05-05T14:35:48.396125, 28.5
2025-05-05T14:35:58.397935, 24.19
2025-05-05T14:36:08.399980, 20.9
2025-05-05T14:36:18.401579, 20.37
2025-05-05T14:36:28.403424, 28.68
2025-05-05T14:36:38.405967, 20.64
2025-05-05T14:36:48.409841, 28.31
2025-05-05T14:36:58.411713, 27.59
2025-05-05T14:37:08.413718, 22.79
2025-05-05T14:37:18.415580, 22.44
2025-05-05T14:37:28.417784, 20.27
2025-05-05T14:37:38.420143, 27.92
2025-05-05T14:37:48.423038, 20.46
2025-05-05T14:37:58.424823, 27.16
2025-05-05T14:38:08.426884, 25.06
2025-05-05T14:38:18.429124, 22.26
2025-05-05T14:38:28.431476, 27.14
2025-05-05T14:38:38.433156, 29.91
2025-05-05T14:38:48.435260, 29.36
2025-05-05T14:38:58.437504, 29.0
2025-05-05T14:39:08.439832, 21.1
2025-05-05T14:39:18.441774, 20.41
2025-05-05T14:39:28.443473, 26.62
2025-05-05T14:39:38.445572, 22.73
2025-05-05T14:39:48.447077, 25.63
2025-05-05T14:39:58.449104, 26.29
2025-05-05T14:40:08.450868, 22.81
2025-05-05T14:40:18.453849, 24.32
2025-05-05T14:40:28.456007, 21.2
2025-05-05T14:40:38.458024, 25.44
2025-05-05T14:40:48.460503, 27.73
2025-05-05T14:40:58.462538, 20.21
2025-05-05T14:41:08.464810, 27.76
2025-05-05T14:41:18.466686, 28.04
2025-05-05T14:41:28.468577, 28.87
2025-05-05T14:41:38.470733, 26.76
2025-05-05T14:41:48.475192, 25.02
2025-05-05T14:41:58.477939, 27.6
2025-05-05T14:42:08.480194, 24.84
2025-05-05T14:42:18.482970, 29.95
2025-05-05T14:42:28.492698, 25.65
2025-05-05T14:42:38.494727, 26.96
2025-05-05T14:42:48.496617, 29.59
2025-05-05T14:42:58.498480, 20.85
2025-05-05T14:43:08.500536, 28.62
2025-05-05T14:43:18.502721, 25.88
2025-05-05T14:43:28.505171, 22.23
2025-05-05T14:43:38.509628, 27.58
2025-05-05T14:43:48.511728, 24.14
2025-05-05T14:43:58.513773, 20.61
2025-05-05T14:44:08.517016, 21.72
2025-05-05T14:44:18.519952, 25.25
2025-05-05T14:44:28.521311, 23.96
2025-05-05T14:44:38.523281, 24.62
2025-05-05T14:44:48.524842, 23.35
2025-05-05T14:44:58.526699, 23.81
2025-05-05T14:45:08.528800, 23.66
2025-05-05T14:45:18.530455, 27.14
2025-05-05T14:45:28.532418, 27.12
2025-05-05T14:45:38.534570, 21.62
2025-05-05T14:45:48.536481, 21.6
2025-05-05T14:45:58.537989, 24.26
2025-05-05T14:46:08.548420, 20.33
2025-05-05T14:46:18.550221, 27.53
2025-05-05T14:46:28.553235, 20.26
2025-05-05T14:46:38.555012, 22.03
2025-05-05T14:46:48.563591, 21.91
2025-05-05T14:46:58.571644, 24.2
2025-05-05T14:47:08.574462, 27.35
2025-05-05T14:47:18.575832, 20.48
2025-05-05T14:47:28.578016, 21.6
2025-05-05T14:47:38.580902, 22.39
2025-05-05T14:47:48.583423, 23.28
2025-05-05T14:47:58.595939, 22.46
2025-05-05T14:48:08.599173, 22.18
2025-05-05T14:48:18.609131, 25.34
2025-05-05T14:48:28.611213, 28.25
2025-05-05T14:48:38.613176, 29.66
2025-05-05T14:48:48.623115, 25.39
2025-05-05T14:48:58.625553, 22.92
2025-05-05T14:49:08.628558, 25.63
2025-05-05T14:49:18.630403, 21.41
2025-05-05T14:49:28.632257, 25.41
2025-05-05T14:49:38.634114, 20.69
2025-05-05T14:49:48.635763, 25.22
2025-05-05T14:49:58.637255, 23.69
2025-05-05T14:50:08.638834, 20.79
2025-05-05T14:50:18.640520, 22.02
2025-05-05T14:50:28.642366, 28.79
2025-05-05T14:50:38.651872, 20.95
2025-05-05T14:50:48.653845, 22.65
2025-05-05T14:50:58.655578, 25.23
2025-05-05T14:51:08.658462, 29.68
2025-05-05T14:51:18.659979, 25.66
2025-05-05T14:51:28.661562, 27.11
2025-05-05T14:51:38.663015, 29.62
2025-05-05T14:51:48.664454, 27.09
2025-05-05T14:51:58.669124, 25.52
2025-05-05T14:52:08.675253, 28.06
2025-05-05T14:52:18.688153, 24.33
2025-05-05T14:52:28.689627, 21.44
2025-05-05T14:52:38.693604, 20.27
2025-05-05T14:52:48.695170, 25.43
2025-05-05T14:52:58.696702, 29.61
2025-05-05T14:53:08.698295, 25.89
2025-05-05T14:53:18.699803, 24.45
2025-05-05T14:53:28.701278, 20.16
2025-05-05T14:53:38.703049, 25.36
2025-05-05T14:53:48.704693, 26.24
2025-05-05T14:53:58.714806, 27.55
2025-05-05T14:54:08.716345, 25.54
2025-05-05T14:54:18.717637, 29.74
2025-05-05T14:54:28.727826, 24.94
2025-05-05T14:54:38.731228, 27.82
2025-05-05T14:54:48.736567, 28.87
2025-05-05T14:54:58.738207, 22.95
2025-05-05T14:55:08.739863, 28.99
2025-05-05T14:55:18.741695, 28.91
2025-05-05T14:55:28.743494, 26.61
2025-05-05T14:55:38.745405, 26.83
2025-05-05T14:55:48.755510, 28.14
2025-05-05T14:55:58.756998, 22.35
2025-05-05T14:56:08.759029, 26.76
2025-05-05T14:56:18.761358, 21.5
2025-05-05T14:56:28.763156, 27.97
2025-05-05T14:56:38.764947, 24.63
2025-05-05T14:56:48.766623, 21.93
2025-05-05T14:56:58.768627, 22.23
2025-05-05T14:57:08.770683, 28.31
2025-05-05T14:57:18.772541, 22.32
2025-05-05T14:57:28.776787, 29.81
2025-05-05T14:57:38.778456, 27.75
2025-05-05T14:57:48.780341, 24.46
2025-05-05T14:57:58.783270, 27.97
2025-05-05T14:58:08.785638, 28.23
2025-05-05T14:58:18.787344, 28.69
2025-05-05T14:58:28.788950, 29.77
2025-05-05T14:58:38.790982, 24.51
2025-05-05T14:58:48.792674, 23.96
2025-05-05T14:58:58.796225, 29.87
2025-05-05T14:59:08.798736, 22.32
2025-05-05T14:59:18.801224, 26.34
2025-05-05T14:59:28.811783, 23.97
2025-05-05T14:59:38.814437, 29.5
2025-05-05T14:59:48.816453, 23.13
2025-05-05T14:59:58.817872, 25.13
2025-05-05T15:00:08.819651, 21.03
2025-05-05T15:00:18.823023, 28.91
2025-05-05T15:00:28.825129, 28.06
2025-05-05T15:00:38.826907, 24.67
2025-05-05T15:00:48.828585, 24.48
2025-05-05T15:00:58.830038, 25.95
2025-05-05T15:01:08.831825, 21.64
2025-05-05T15:01:18.833863, 27.27
2025-05-05T15:01:28.835528, 26.24
2025-05-05T15:01:38.837422, 24.09
2025-05-05T15:01:48.839459, 28.06
2025-05-05T15:01:58.841169, 28.2
2025-05-05T15:02:08.842957, 22.14
2025-05-05T15:02:18.844594, 25.76
2025-05-05T15:02:28.847625, 20.4
2025-05-05T15:02:38.849560, 20.09
2025-05-05T15:02:48.852002, 22.74
2025-05-05T15:02:58.853716, 29.96
2025-05-05T15:03:08.857219, 26.21
2025-05-05T15:03:18.859468, 25.65
2025-05-05T15:03:28.861722, 20.85
2025-05-05T15:03:38.864874, 21.91
2025-05-05T15:03:48.867181, 22.86
2025-05-05T15:03:58.869006, 26.75
2025-05-05T15:04:08.872110, 24.57
2025-05-05T15:04:18.874385, 29.11
2025-05-05T15:04:28.876067, 28.92
2025-05-05T15:04:38.877905, 23.15
2025-05-05T15:04:48.881458, 26.01
2025-05-05T15:04:58.883256, 23.11
2025-05-05T15:05:08.885617, 26.95
2025-05-05T15:05:18.890269, 26.47
2025-05-05T15:05:28.892437, 23.63
2025-05-05T15:05:38.893822, 29.75
2025-05-05T15:05:48.895754, 26.11
2025-05-05T15:05:58.897383, 24.54
2025-05-05T15:06:08.898896, 23.34
2025-05-05T15:06:18.900288, 21.91
2025-05-05T15:06:28.901873, 23.5
2025-05-05T15:06:38.903635, 25.25
2025-05-05T15:06:48.905350, 21.2
2025-05-05T15:06:58.906930, 29.18
2025-05-05T15:07:08.908569, 23.81
2025-05-05T15:07:18.910158, 21.2
2025-05-05T15:07:28.911456, 23.33
2025-05-05T15:07:38.913014, 25.99
2025-05-05T15:07:48.915447, 24.91
2025-05-05T15:07:58.917814, 22.18
2025-05-05T15:08:08.919383, 24.24
2025-05-05T15:08:18.920905, 26.68
2025-05-05T15:08:28.922474, 25.31
2025-05-05T15:08:38.924189, 24.63
2025-05-05T15:08:48.925799, 28.24
2025-05-05T15:08:58.927639, 29.49
2025-05-05T15:09:08.929289, 27.37
2025-05-05T15:09:18.930908, 23.63
2025-05-05T15:09:28.932781, 23.45
2025-05-05T15:09:38.934241, 27.32
2025-05-05T15:09:48.935797, 21.67
2025-05-05T15:09:58.937250, 23.87
2025-05-05T15:10:08.938826, 28.51
2025-05-05T15:10:18.940342, 20.96
2025-05-05T15:10:28.941867, 29.52
2025-05-05T15:10:38.952922, 22.32
2025-05-05T15:10:48.956174, 21.62
2025-05-05T15:10:58.958550, 28.69
2025-05-05T15:11:08.961582, 27.81
2025-05-05T15:11:18.978267, 22.43
2025-05-05T15:11:28.985474, 28.94
2025-05-05T15:11:38.995179, 29.16
2025-05-05T15:11:48.999803, 26.46
2025-05-05T15:11:59.003353, 27.31
2025-05-05T15:12:09.006180, 21.84
2025-05-05T15:12:19.010904, 22.85
2025-05-05T15:12:29.014205, 28.07
2025-05-05T15:12:39.017789, 28.56
2025-05-05T15:12:49.020608, 27.39
2025-05-05T15:12:59.023333, 29.24
2025-05-05T15:13:09.025982, 24.52
2025-05-05T15:13:19.028752, 22.95
2025-05-05T15:13:29.030957, 23.37
2025-05-05T15:13:39.033140, 21.42
2025-05-05T15:13:49.036143, 21.99
2025-05-05T15:13:59.042003, 24.8
2025-05-05T15:14:09.046576, 28.61
2025-05-05T15:14:19.049390, 28.15
2025-05-05T15:14:29.052279, 27.17
2025-05-05T15:14:39.055012, 20.22
2025-05-05T15:14:49.058251, 23.01
2025-05-05T15:14:59.063680, 21.89
2025-05-05T15:15:09.067666, 24.39
2025-05-05T15:15:19.070599, 28.67
2025-05-05T15:15:29.074442, 22.81
2025-05-05T15:15:39.077191, 27.72
2025-05-05T15:15:49.085633, 29.29
2025-05-05T15:15:59.088459, 21.54
2025-05-05T15:16:09.092695, 25.83
2025-05-05T15:16:19.095021, 28.37
2025-05-05T15:16:29.101498, 28.0
2025-05-05T15:16:39.104650, 20.08
2025-05-05T15:16:49.107741, 24.97
2025-05-05T15:16:59.110926, 27.17
2025-05-05T15:17:09.114063, 23.39
2025-05-05T15:17:19.116458, 20.41
2025-05-05T15:17:29.119459, 25.77
2025-05-05T15:17:39.122514, 26.31
2025-05-05T15:17:49.125423, 21.28
2025-05-05T15:17:59.128949, 22.27
2025-05-05T15:18:09.134565, 22.63
2025-05-05T15:18:19.137001, 26.23
2025-05-05T15:18:29.140519, 28.7
2025-05-05T15:18:39.143703, 28.22
2025-05-05T15:18:49.146505, 27.15
2025-05-05T15:18:59.149685, 24.6
2025-05-05T15:19:09.152580, 26.49
2025-05-05T15:19:19.155037, 24.02
2025-05-05T15:19:29.157937, 23.01
2025-05-05T15:19:39.162655, 20.83
2025-05-05T15:19:49.165634, 20.93
2025-05-05T15:19:59.169577, 28.21
2025-05-05T15:20:09.172621, 25.84
2025-05-05T15:20:19.175796, 23.66
2025-05-05T15:20:29.178648, 21.28
2025-05-05T15:20:39.181237, 22.64
2025-05-05T15:20:49.184138, 28.77
2025-05-05T15:20:59.190045, 21.62
2025-05-05T15:21:09.195542, 28.43
2025-05-05T15:21:19.198390, 24.78
2025-05-05T15:21:29.200835, 26.68
2025-05-05T15:21:39.203956, 25.79
2025-05-05T15:21:49.207152, 25.65
2025-05-05T15:21:59.217661, 21.07
2025-05-05T15:22:09.220807, 21.69
2025-05-05T15:22:19.223771, 29.6
2025-05-05T15:22:29.226895, 24.55
2025-05-05T15:22:39.229946, 24.72
2025-05-05T15:22:49.234299, 23.13
2025-05-05T15:22:59.237423, 21.5
2025-05-05T15:23:09.240889, 27.88
2025-05-05T15:23:19.243722, 28.09
2025-05-05T15:23:29.246227, 22.78
2025-05-05T15:23:39.248851, 21.69
2025-05-05T15:23:49.251995, 24.59
